KEY,English,japanese(翻訳),翻訳率:93.04% (1044/1122)
actdescDandR,"[i]Q: Which items are affected by durabiliy?[/i]\nT2 Weapons and Suits. (Basic weapons and tools currently have no durability: pistol, shotgun, assault rifle, sniper).\n\n[i]Q: How does durability work for weapons?[/i]\n
A: When you shoot the weapon there is a chance that durability is reduced.\n\n[i]Q: How does durability work for suits?[/i]\nDurability is reduced when you get hit by a weapon. There is no 'idle degredation' for just using the armor or standing around, only damage.\n\n[i]Q: Can i repair my suit?[/i]\nYes. You need a REPAIR STATION. Just place the item in the inventory and click REPAIR.\n\n[i]Q: Can i repair my weapons?[/i]\nYes. You need a REPAIR STATION. Just place the item in the inventory and click REPAIR.",[i] Q:耐久力によって影響を受けるアイテムは何ですか?[/i]\n A:マルチ、テクスチャ、ペイントなどの建築関係のツール以外のすべての武器、ツールとアーマーです。\n\n[i] Q:武器の耐久性はどのように機能しますか?[/i]\n A:武器の使用時に耐久性が減少する可能性が起こります。(訳注:現在性能の変化はありません)\n\n[i] Q:アーマーの耐久性はどのような影響を与えますか?[/i]\n A:攻撃を受けると耐久力が減ります。防具を着用して突っ立っているだけでは損傷はしません。\n\n[i] Q:アーマーの修理はできますか?[/i]\n A:できます。リペアステーションが必要です。アイテムをリペアステーションに入れて、修理ボタンを押してください。 \n\n[i] Q:武器を修理できますか?[/i]\n A:できます。以下同文。,
tasktitleTeleport,Portals - Instances - Teleporters,ポータル - インスタンス – 転送装置,
taskheadTeleport,Portals - Instances - Teleporters,ポータル - インスタンス – 転送装置,
acttitlePortal,Portals and Teleporters,ポータルと転送装置,
actdescPortal,"[i]Q: Can i build Portals or Teleporters in Survival?[/i]\nNo\n\n[i]Q: How do Portals work?[/i]\nA1: Just walk up to the Portal and hit F. They will transport you to a instanced playfield that is not part of the solar system by default\nA2: If the portal is RED = no destination set or blocked. If the portal is BLUE = portal has a destination.\nA3: You can see the destination in the upper right corner of your screen when pointing at the portal!\n\n[i]Q: How do Teleporters work?[/i]\nA1: Walk into the Teleporter, face the console and hit F. The transporter will teleport you to the destination he was set to. (Works between playfields. For example orbit<>planet )
A2: You can see the destination of the teleport in the upper right corner of your screen when pointing at the teleporter in front of you!\n\n[i]Q: For builders > How do i set a destination for Portals and Teleporters?[/i]\nOpen console > activate 'godmode invisble' > face the portal or the teleport and hit F > enter a destination. The destination base needs a teleporter / portal as an exit point!!\nA1: Teleporters > IF you want to connect to a destination on the same playfield, just add the name of the target base. IF you want to connect to a destination that is not on the same playfield, just use the base and the playfield, seperated by a : > Example: Outpost:Akua\n
A2: Portal > If you want to connect your instance, use the base name and the playfield name, seperated by a : as well, where 'playfield' is the instance name in this case.\n\n[i]Q: Can i target a certain teleporter in a specific base on a specifc playfield?[/i]\nOf course. Syntax:\n[b]Blockname@Basename: Playfield[/b]\nNote:\n- You can only rename blocks if grouped.\n- The 'Basename' is the name of your base as seen ingame in your HUD (not the blueprint-filename or anything else)\n- If you want to pre-set the Base-Name when using custom POIs, use the 'Spawn Name' of your blueprint (double-click on the bluprint in your libary to set the spawn-name!)\n\n[i]Q: Are teleporters/portals available for SV,HV,CV and BA?[/i]\nNo, only for BA",[i] Q:ポータルや転送装置はサバイバルモードでも設置できますか？[/i]\n A:いいえ。\n\n[i] Q:ポータルはどうやって動作しますか？[/i]\n A:ポータルまで進んでFを押すだけです。それらはデフォルトでは太陽系外のプレイフィールドにあなたを転送します。\n A2:ポータルが赤の場合は、行き先未設定か、ブロック中です。青の場合は行き先設定済みのポータルです。\n A3:ポータルの近くで目を向けると、画面右上隅に行き先が表示されます。\n\n[i]Q:転送装置はどう動きますか？[/i]\n A1:転送装置に乗って、コンソールに向かってFです。転送機があなたを設定された目的地に転送します。(軌道上 ⇔ 惑星上のような、フィールド間でも動く)\n A2:転送装置を見ている時に画面右上隅に行き先が表示されます。\n\n[i] Q:ビルダーの方々ヘ > ポータルや転送装置の行き先はどうやって設定するのですか？[/i]\n A0:コンソールを開いて「godmode invisble」と入力した後、ポータルや転送装置に向かってFを押し、行き先(基地やCVの名前)を入力してください。目的地には出口としてのポータル / 転送装置が必要です！\n A1:転送装置 > 同じフィールドの目的地に接続したい場合は、その基地やCVの名前を入力するだけです。異なるフィールドの目的地の場合は、「Outpost:Akua」のように基地名とフィールド名を「:」で区切って指定します。\n A2:ポータル > インスタンスと接続する場合は、同じように基地名とインスタンス名を「:」で区切ります。\n\n[i] Q:特定のフィールドにある特定の基地の特定の転送装置を指定することは可能ですか？[/i]\n A:もちろんです。[b]装置名@基地名:フィールド名[/b]と指定します。\n注:\n- 名付け出来るのはグループ化したデバイスのみです。\n- 「基地名」とは、設計図にあるファイル名などではなく、HUD上で表示される名前のことです。\n- カスタムPOIを使う際に予め名前を設定したい時は、設計図スポーン名を使ってください。名前の設定はライブラリをダブルクリックで！\n\n[i]Q: 転送装置やポータルは船舶でも基地でも使えるの？[/i]\n A:いいえ、基地のみです。,
acttitleInstances,Instances,インスタンス,
actdescInstances,"[i]Q: Are Instances limited for number of players or by time?[i]\nDepends on how the creator has set it up. Can be done in the playfield.yaml of the instance.
Instance:\n[b]Time: 100 # minutes until this instance has to be completed and players are kicked\nMaxPlayers: 3 # portal closes after his amount of players entered\nPortalOpen: 120 # seconds the portal is open\nCooldown: 90 # seconds the portal is closed after it was open (cooldown time)[/b]\n\n[i]Q: Can i re-enter my instance?[i]\nA1: Yes. The portal to your instance is shown purple in this case.\nA2: Re-entering an instance is possible as long as the instance is 'alive' (TIME setting)\n\n[i]Q: Can other players follow me into the instance?[i]\nA1: Bascially yes. They can follow you as long as a) there is more than 1 player allowed and b) in this case as long as the portal is open.\n\n[i]Q: Do i have to wait until a player or group has 'finished' the instance?[i]\nNo, there can be multiple parallel instances.\n\n[i]Q: Can i use the blueprint libary in an Instance?[i]\nCan be set on/off by the creator in the yaml of the playfield.\n\n[i]Q: What happens when the time runs out on a instance and i am still inside?[/i]\nYou get teleported outside the instance and either keep your stuff or loose all your stuff. This can be adjusted by the creator in the playfield.yaml",,
tasktitleSI,Structural Integrity (SI),構造的健全性 (SI),
taskheadSI,Structural Integrity (SI),構造的健全性 (SI),
acttitleSIwork,How does SI Work?,構造の健全性はどう働く？,
actdescSIwork,"Here are a few basic SI rules you need to take into account: \n\n1. Only blocks that are touching the ground will be 100% stable (does not depend on the material used) \n\n2. You can only achieve 100% stability for a vertical row of blocks, if the lowest block is touching the ground. If you have a 100% stable block, a so called 'anchor block', you can build a vertical pillar on top of it as high as the sky. There is no vertical limit (yet). \n\n3. If you add blocks to such a 100% stable pillar in any horizontal direction, so each block that is attached in a row, any additional block will have a lower stability - until the row reaches a breaking point. The maximum range or breaking point for a horizontal, floating, not supported beam made out of any of the four base materials is 12 blocks. Note: The anchor block will keep its stability, as there is no such thing as shear force (yet)! [u]Tip:[/u] if your line or area of blocks is showing weak spots, just build a supporting pillar! \n\n4. Do not put heavy materials or devices on top of a already weak beam or weak foundation. You might risk the construction to collapse and your devices will be destroyed.","念頭に置いておくべき幾つかの基本ルールがあります:\n\n1・素材に関係なく、100％安定しているのは、地面に接触しているブロックだけです。\n\n2・最下層のブロックが地面に接している時、そこに縦に連なるブロックのみが100％安定します。アンカーブロックとか要石などと呼ばれる所謂土台となる、100％安定したブロックを持っていれば、天まで届く高い柱も作れます。現在は ""まだ"" 縦方向の安定性に制限はありません。\n\n3・そんな100％安定な柱に横方向に追加したブロックにさらにブロックを追加していくと、安定性は低下していきます。…限界に達するまで。6種の素材のいずれかから作られた、水平で浮いていてなんの支えもない梁の最大長や限界点は、12ブロック分です。 (訳注: 要するに側面の接着力が、デバイスを含む12ブロック分の重みしか耐えられない。2面と接していれば24ブロック分耐える)\n注: ""まだ"" せん断力のようなものはないため、土台ブロックは安定性を保ちます。\n[u]ヒント:[/u] もしブロックの線や面に不安定部分が出来たとしても、ただ支柱を作ればいいだけです！\n\n4・弱くなっている梁や土台の上に重い素材やデバイスを置かないでください。構造物が崩壊し、デバイスが破壊される恐れがあります。",
